filename,source_type,scene_id,duplicate_of,gallery_adopted_version,width,height,orientation,exif_datetime,post_datetime,post_context,status,usage,notes
18077446498564017.jpg,INSTAGRAM,scene_d07_018,,18077446498564017.jpg,1440,1440,Landscape,,2024-11-03 17:30:46,Post #17,APPROVED,IG_CARD;GALLERY,🚂【短短一站的森林穿越：普芬比利蒸汽火車的難忘體驗】🌲
18043726997483361.jpg,INSTAGRAM,scene_d07_019,,18043726997483361.jpg,1440,1440,Landscape,,2024-11-03 17:30:46,Post #17,APPROVED,IG_CARD;GALLERY,🚂【短短一站的森林穿越：普芬比利蒸汽火車的難忘體驗】🌲
18058251466882444.jpg,INSTAGRAM,scene_d07_020,20241102_173130.jpg,20241102_173130.jpg,1440,1440,Landscape,,2024-11-03 18:38:26,Post #18,APPROVED,IG_CARD,🐧【飛利浦島 Nobbies Centre 海邊小插曲】順道一來的海鷗大軍
17881506456163861.jpg,INSTAGRAM,scene_d07_021,,17881506456163861.jpg,1440,1440,Landscape,,2024-11-03 18:38:26,Post #18,APPROVED,IG_CARD;GALLERY,🐧【飛利浦島 Nobbies Centre 海邊小插曲】順道一來的海鷗大軍
17937662153808427.jpg,INSTAGRAM,scene_d07_022,,17937662153808427.jpg,1440,1440,Landscape,,2024-11-03 18:38:26,Post #18,APPROVED,IG_CARD;GALLERY,🐧【飛利浦島 Nobbies Centre 海邊小插曲】順道一來的海鷗大軍
18261100312254810.jpg,INSTAGRAM,scene_d07_023,,18261100312254810.jpg,1440,1440,Landscape,,2024-11-03 18:38:26,Post #18,APPROVED,IG_CARD;GALLERY,🐧【飛利浦島 Nobbies Centre 海邊小插曲】順道一來的海鷗大軍
18027468059454847.jpg,INSTAGRAM,scene_d07_024,20241102_131324.jpg,20241102_131324.jpg,1440,1440,Landscape,,2024-11-03 18:38:26,Post #18,APPROVED,IG_CARD,🐧【飛利浦島 Nobbies Centre 海邊小插曲】順道一來的海鷗大軍
18046118537037707.jpg,INSTAGRAM,scene_d07_016,20241102_191648.jpg,20241102_191648.jpg,1440,1440,Landscape,,2024-11-03 18:38:26,Post #18,APPROVED,IG_CARD,🐧【飛利浦島 Nobbies Centre 海邊小插曲】順道一來的海鷗大軍
17875788864194186.jpg,INSTAGRAM,scene_d07_025,,17875788864194186.jpg,1440,1440,Landscape,,2024-11-03 18:38:26,Post #18,APPROVED,IG_CARD;GALLERY,🐧【飛利浦島 Nobbies Centre 海邊小插曲】順道一來的海鷗大軍
18021559985293731.jpg,INSTAGRAM,scene_d07_026,,18021559985293731.jpg,1440,1440,Landscape,,2024-11-03 18:38:26,Post #18,APPROVED,IG_CARD;GALLERY,🐧【飛利浦島 Nobbies Centre 海邊小插曲】順道一來的海鷗大軍
17951660543849570.jpg,INSTAGRAM,scene_d07_027,20241102_145910.jpg,20241102_145910.jpg,1440,1440,Landscape,,2024-11-03 18:38:40,Post #19,APPROVED,IG_CARD,🦘【Maru Koala and Animal Park 野生動物園】Klook
18044547557092512.jpg,INSTAGRAM,scene_d07_028,20241102_150100.jpg,20241102_150100.jpg,1440,1440,Landscape,,2024-11-03 18:38:40,Post #19,APPROVED,IG_CARD,🦘【Maru Koala and Animal Park 野生動物園】Klook
18025571525200172.jpg,INSTAGRAM,scene_d07_029,20241102_151519.jpg,20241102_151519.jpg,1440,1440,Landscape,,2024-11-03 18:38:40,Post #19,APPROVED,IG_CARD,🦘【Maru Koala and Animal Park 野生動物園】Klook
17865525324182441.jpg,INSTAGRAM,scene_d07_030,20241102_150146.jpg,20241102_150146.jpg,1440,1440,Landscape,,2024-11-03 18:38:40,Post #19,APPROVED,IG_CARD,🦘【Maru Koala and Animal Park 野生動物園】Klook
18043949960506468.jpg,INSTAGRAM,scene_d07_030,20241102_150146.jpg,20241102_150146.jpg,1440,1440,Landscape,,2024-11-03 18:38:40,Post #19,APPROVED,IG_CARD,🦘【Maru Koala and Animal Park 野生動物園】Klook
18044599379107777.jpg,INSTAGRAM,scene_d07_030,20241102_150146.jpg,20241102_150146.jpg,1440,1440,Landscape,,2024-11-03 18:38:40,Post #19,APPROVED,IG_CARD,🦘【Maru Koala and Animal Park 野生動物園】Klook
18012045026640086.jpg,INSTAGRAM,scene_d07_031,20241102_130807.jpg,20241102_130807.jpg,1440,1440,Landscape,,2024-11-03 18:38:40,Post #19,APPROVED,IG_CARD,🦘【Maru Koala and Animal Park 野生動物園】Klook
18352522015192432.jpg,INSTAGRAM,scene_d07_032,,18352522015192432.jpg,1440,1440,Landscape,,2024-11-03 18:39:27,Post #20,APPROVED,IG_CARD;GALLERY,🐧【菲利普島企鵝歸巢】這趟墨爾本行的主要亮點，不容錯過的奇妙體驗！
18032224832366159.jpg,INSTAGRAM,scene_d07_011,20241102_191804.jpg,20241102_191804.jpg,1440,1440,Landscape,,2024-11-03 18:39:27,Post #20,APPROVED,IG_CARD,🐧【菲利普島企鵝歸巢】這趟墨爾本行的主要亮點，不容錯過的奇妙體驗！
17851248567280445.jpg,INSTAGRAM,scene_d07_033,20241102_195436.jpg,20241102_195436.jpg,1440,1440,Landscape,,2024-11-03 18:39:27,Post #20,APPROVED,IG_CARD,🐧【菲利普島企鵝歸巢】這趟墨爾本行的主要亮點，不容錯過的奇妙體驗！
18047609300001050.jpg,INSTAGRAM,scene_d07_034,20241102_203050.jpg,20241102_203050.jpg,1440,1440,Landscape,,2024-11-03 18:39:27,Post #20,APPROVED,IG_CARD,🐧【菲利普島企鵝歸巢】這趟墨爾本行的主要亮點，不容錯過的奇妙體驗！
20241102_100809.jpg,MOBILE_CAMERA,scene_d07_035,,20241102_100809.jpg,2252,4000,Portrait,2024:11:02 10:08:09,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 10:08:09
20241102_100854.jpg,MOBILE_CAMERA,scene_d07_036,,20241102_100854.jpg,4000,2252,Landscape,2024:11:02 10:08:54,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 10:08:54
20241102_102008.jpg,MOBILE_CAMERA,scene_d07_037,,20241102_102008.jpg,2967,1670,Landscape,2024:11:02 10:20:08,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 10:20:08
20241102_103558.jpg,MOBILE_CAMERA,scene_d07_038,,20241102_103558.jpg,4000,2252,Landscape,2024:11:02 10:35:58,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 10:35:58
20241102_103629.jpg,MOBILE_CAMERA,scene_d07_039,,20241102_103629.jpg,4000,2252,Landscape,2024:11:02 10:36:29,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 10:36:29
20241102_103841.jpg,MOBILE_CAMERA,scene_d07_040,,20241102_103841.jpg,2252,4000,Portrait,2024:11:02 10:38:41,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 10:38:41
20241102_120637.jpg,MOBILE_CAMERA,scene_d07_041,,20241102_120637.jpg,2252,4000,Portrait,2024:11:02 12:06:37,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 12:06:37
20241102_120842.jpg,MOBILE_CAMERA,scene_d07_042,,20241102_120842.jpg,2252,4000,Portrait,2024:11:02 12:08:42,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 12:08:42
20241102_120910.jpg,MOBILE_CAMERA,scene_d07_043,,20241102_120910.jpg,2252,4000,Portrait,2024:11:02 12:09:10,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 12:09:10
20241102_120955.jpg,MOBILE_CAMERA,scene_d07_044,,20241102_120955.jpg,2252,4000,Portrait,2024:11:02 12:09:55,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 12:09:55
20241102_121037.jpg,MOBILE_CAMERA,scene_d07_045,,20241102_121037.jpg,2252,4000,Portrait,2024:11:02 12:10:37,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 12:10:37
20241102_121102.jpg,MOBILE_CAMERA,scene_d07_046,,20241102_121102.jpg,3224,1814,Landscape,2024:11:02 12:11:02,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 12:11:02
20241102_121232.jpg,MOBILE_CAMERA,scene_d07_009,17865118728185764.jpg,20241102_121232.jpg,3507,1973,Landscape,2024:11:02 12:12:32,,Camera Library,APPROVED,BODY,Mobile photo taken at 12:12:32
20241102_121246.jpg,MOBILE_CAMERA,scene_d07_047,,20241102_121246.jpg,2994,1684,Landscape,2024:11:02 12:12:46,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 12:12:46
20241102_121249.jpg,MOBILE_CAMERA,scene_d07_010,18105308428448629.jpg,20241102_121249.jpg,4000,2252,Landscape,2024:11:02 12:12:49,,Camera Library,APPROVED,BODY,Mobile photo taken at 12:12:49
20241102_121813.jpg,MOBILE_CAMERA,scene_d07_048,,20241102_121813.jpg,2252,4000,Portrait,2024:11:02 12:18:13,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 12:18:13
20241102_122208.jpg,MOBILE_CAMERA,scene_d07_049,,20241102_122208.jpg,2252,4000,Portrait,2024:11:02 12:22:08,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 12:22:08
20241102_124750.jpg,MOBILE_CAMERA,scene_d07_050,,20241102_124750.jpg,2252,4000,Portrait,2024:11:02 12:47:49,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 12:47:50
20241102_124800.jpg,MOBILE_CAMERA,scene_d07_051,,20241102_124800.jpg,4000,2252,Landscape,2024:11:02 12:48:00,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 12:48:00
20241102_125639.jpg,MOBILE_CAMERA,scene_d07_052,,20241102_125639.jpg,2252,4000,Portrait,2024:11:02 12:56:39,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 12:56:39
20241102_130800.jpg,MOBILE_CAMERA,scene_d07_053,,20241102_130800.jpg,4000,2252,Landscape,2024:11:02 13:08:00,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 13:08:00
20241102_130807.jpg,MOBILE_CAMERA,scene_d07_031,18012045026640086.jpg,20241102_130807.jpg,4000,2252,Landscape,2024:11:02 13:08:07,,Camera Library,APPROVED,BODY,Mobile photo taken at 13:08:07
20241102_130814.jpg,MOBILE_CAMERA,scene_d07_054,,20241102_130814.jpg,2252,4000,Portrait,2024:11:02 13:08:14,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 13:08:14
20241102_131317.jpg,MOBILE_CAMERA,scene_d07_055,,20241102_131317.jpg,4000,2252,Landscape,2024:11:02 13:13:17,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 13:13:17
20241102_131324.jpg,MOBILE_CAMERA,scene_d07_024,18027468059454847.jpg,20241102_131324.jpg,4000,2252,Landscape,2024:11:02 13:13:24,,Camera Library,APPROVED,BODY,Mobile photo taken at 13:13:24
20241102_131419.jpg,MOBILE_CAMERA,scene_d07_056,,20241102_131419.jpg,2252,4000,Portrait,2024:11:02 13:14:19,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 13:14:19
20241102_132321.jpg,MOBILE_CAMERA,scene_d07_057,,20241102_132321.jpg,2252,4000,Portrait,2024:11:02 13:23:21,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 13:23:21
20241102_132352.jpg,MOBILE_CAMERA,scene_d07_058,,20241102_132352.jpg,2252,4000,Portrait,2024:11:02 13:23:52,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 13:23:52
20241102_132405.jpg,MOBILE_CAMERA,scene_d07_059,,20241102_132405.jpg,2252,4000,Portrait,2024:11:02 13:24:05,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 13:24:05
20241102_144857.jpg,MOBILE_CAMERA,scene_d07_060,,20241102_144857.jpg,2252,4000,Portrait,2024:11:02 14:48:57,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 14:48:57
20241102_145910.jpg,MOBILE_CAMERA,scene_d07_027,17951660543849570.jpg,20241102_145910.jpg,2252,4000,Portrait,2024:11:02 14:59:10,,Camera Library,APPROVED,BODY,Mobile photo taken at 14:59:10
20241102_150100.jpg,MOBILE_CAMERA,scene_d07_028,18044547557092512.jpg,20241102_150100.jpg,2252,4000,Portrait,2024:11:02 15:00:59,,Camera Library,APPROVED,BODY,Mobile photo taken at 15:01:00
20241102_150146.jpg,MOBILE_CAMERA,scene_d07_030,17865525324182441.jpg,20241102_150146.jpg,2252,4000,Portrait,2024:11:02 15:01:46,,Camera Library,APPROVED,BODY,Mobile photo taken at 15:01:46
20241102_151519.jpg,MOBILE_CAMERA,scene_d07_029,18025571525200172.jpg,20241102_151519.jpg,2252,4000,Portrait,2024:11:02 15:15:19,,Camera Library,APPROVED,BODY,Mobile photo taken at 15:15:19
20241102_151908.jpg,MOBILE_CAMERA,scene_d07_061,,20241102_151908.jpg,2252,4000,Portrait,2024:11:02 15:19:07,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 15:19:08
20241102_173130.jpg,MOBILE_CAMERA,scene_d07_020,18058251466882444.jpg,20241102_173130.jpg,2252,2251,Landscape,2024:11:02 17:31:30,,Camera Library,APPROVED,BODY,Mobile photo taken at 17:31:30
20241102_174146.jpg,MOBILE_CAMERA,scene_d07_062,,20241102_174146.jpg,2252,4000,Portrait,2024:11:02 17:41:45,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 17:41:46
20241102_191237.jpg,MOBILE_CAMERA,scene_d07_063,,20241102_191237.jpg,2252,4000,Portrait,2024:11:02 19:12:37,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 19:12:37
20241102_191346.jpg,MOBILE_CAMERA,scene_d07_064,,20241102_191346.jpg,2252,4000,Portrait,2024:11:02 19:13:46,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 19:13:46
20241102_191455.jpg,MOBILE_CAMERA,scene_d07_065,,20241102_191455.jpg,4000,2252,Landscape,2024:11:02 19:14:55,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 19:14:55
20241102_191648.jpg,MOBILE_CAMERA,scene_d07_016,18097021144466855.jpg,20241102_191648.jpg,4000,2252,Landscape,2024:11:02 19:16:48,,Camera Library,APPROVED,BODY,Mobile photo taken at 19:16:48
20241102_191804.jpg,MOBILE_CAMERA,scene_d07_011,18066394879639624.jpg,20241102_191804.jpg,2252,4000,Portrait,2024:11:02 19:18:04,,Camera Library,APPROVED,BODY,Mobile photo taken at 19:18:04
20241102_195436.jpg,MOBILE_CAMERA,scene_d07_033,17851248567280445.jpg,20241102_195436.jpg,4000,2252,Landscape,2024:11:02 19:54:36,,Camera Library,APPROVED,BODY,Mobile photo taken at 19:54:36
20241102_202559.jpg,MOBILE_CAMERA,scene_d07_066,,20241102_202559.jpg,2252,4000,Portrait,2024:11:02 20:25:59,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 20:25:59
20241102_202626.jpg,MOBILE_CAMERA,scene_d07_067,,20241102_202626.jpg,2252,4000,Portrait,2024:11:02 20:26:26,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 20:26:26
20241102_203050.jpg,MOBILE_CAMERA,scene_d07_034,18047609300001050.jpg,20241102_203050.jpg,4000,2252,Landscape,2024:11:02 20:30:50,,Camera Library,APPROVED,BODY,Mobile photo taken at 20:30:50
20241102_203105.jpg,MOBILE_CAMERA,scene_d07_068,,20241102_203105.jpg,4000,2252,Landscape,2024:11:02 20:31:05,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 20:31:05
20241102_203330.jpg,MOBILE_CAMERA,scene_d07_069,,20241102_203330.jpg,2252,4000,Portrait,2024:11:02 20:33:30,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 20:33:30
20241102_204057.jpg,MOBILE_CAMERA,scene_d07_070,,20241102_204057.jpg,2252,4000,Portrait,2024:11:02 20:40:56,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 20:40:57
20241102_204058.jpg,MOBILE_CAMERA,scene_d07_071,,20241102_204058.jpg,2252,4000,Portrait,2024:11:02 20:40:57,,Camera Library,APPROVED,CAMERA_EXCLUSIVE;GALLERY,Mobile photo taken at 20:40:58
18254934769281756.mp4,INSTAGRAM,NONE,,NONE,,,,,2024-11-03 17:30:46,Post #17,EXCLUDED,EXCLUDED_VIDEO,Video excluded for static photo release
18439711738069049.mp4,INSTAGRAM,NONE,,NONE,,,,,2024-11-03 18:38:40,Post #19,EXCLUDED,EXCLUDED_VIDEO,Video excluded for static photo release
18317315206088451.mp4,INSTAGRAM,NONE,,NONE,,,,,2024-11-03 18:38:40,Post #19,EXCLUDED,EXCLUDED_VIDEO,Video excluded for static photo release
18086650276520245.mp4,INSTAGRAM,NONE,,NONE,,,,,2024-11-03 18:38:40,Post #19,EXCLUDED,EXCLUDED_VIDEO,Video excluded for static photo release
17996507465705267.mp4,INSTAGRAM,NONE,,NONE,,,,,2024-11-03 18:39:27,Post #20,EXCLUDED,EXCLUDED_VIDEO,Video excluded for static photo release
18068812192572042.mp4,INSTAGRAM,NONE,,NONE,,,,,2024-11-03 18:39:27,Post #20,EXCLUDED,EXCLUDED_VIDEO,Video excluded for static photo release
18045196940293525.mp4,INSTAGRAM,NONE,,NONE,,,,,2024-11-03 18:39:27,Post #20,EXCLUDED,EXCLUDED_VIDEO,Video excluded for static photo release
18057182863893488.mp4,INSTAGRAM,NONE,,NONE,,,,,2024-11-03 18:39:27,Post #20,EXCLUDED,EXCLUDED_VIDEO,Video excluded for static photo release
18085687663516940.mp4,INSTAGRAM,NONE,,NONE,,,,,2024-11-03 18:39:27,Post #20,EXCLUDED,EXCLUDED_VIDEO,Video excluded for static photo release
