filename,sha256,captured_at,effective_width,effective_height,orientation,scope,scene_cluster,people,quality_score,technical_flags,near_duplicate_group,is_group_best,editorial_role,gallery_group,confidence,story_evidence,notes
20260825_090152(1).jpg,5d9df5367bceaeebb6465760e3eccc18014d04dfcb1d9615828437a9c60affe9,2026-08-25 09:01:52,2252,4000,portrait,kurama_kifune,kuramadera_approach,none,3,sharp,,true,omit,none,high,穿過山門後的石階參道，兩側朱紅獻燈在綠蔭下層層向上延伸。,山門後石階，與 #19 參道燈籠同質性高，精簡燈箱予以省略。
20260825_090528.jpg,1f5fefd937586eb3351682a75162295fd61e7f1c56ed65e8b317e44d7ec670b4,2026-08-25 09:05:28,2252,4000,portrait,kurama_kifune,kuramadera_approach,none,3,sharp,,true,omit,none,high,參道旁普門軒與林間休憩平台光影。,林間陰影反差大，主題較不明顯，省略。
20260825_090809.jpg,cd5a5bfa95f3281f3032e80e2cdb04fadbaa226393cbcef957386a814b35defe,2026-08-25 09:08:09,2252,4000,portrait,kurama_kifune,kuramadera_approach,none,3,sharp,,true,omit,none,high,深山古樹環抱下的朱紅末社小祠。,構圖平實之小祠紀錄，省略。
20260825_090902.jpg,f2b8643d9f919ed2aabab46575281e1fa88e9f37287427f21089521d81e4e991,2026-08-25 09:09:02,2252,4000,portrait,kurama_kifune,kuramadera_approach,none,3,sharp,,true,omit,none,high,前往由岐神社途中開闊碎石庭院與石燈籠。,過渡場景，光線較硬，省略。
20260825_091025.jpg,4f89557c782db3a4df25db93627212be8492cc62f9f6f82dcc81358081a82f00,2026-08-25 09:10:25,2252,4000,portrait,kurama_kifune,yuki_jinja,none,3,sharp,YUKI-TORII-01,false,omit,none,high,由岐神社石造鳥居與重要文化財拜殿遠景。,YUKI-TORII-01 遠景候選，左側碎石地面較空，不及 #27 (橫幅) 豐富，淘汰。
20260825_091038.jpg,604536d002fac98a24027b0b5fb319d2b3da07df55e1de289e86621eace29aa1,2026-08-25 09:10:38,2252,4000,portrait,kurama_kifune,yuki_jinja,none,3,sharp,YUKI-TORII-01,false,omit,none,high,由岐神社石造鳥居正面仰角近景。,YUKI-TORII-01 直式近景，已有橫幅全景 #27 勝出入選燈箱，此張省略。
20260825_091044.jpg,b8cfb890bb86b2087d4f97c85f5807ef3a1ae77a57eb54deb0f2da82257e5865,2026-08-25 09:10:44,3909,2201,landscape,kurama_kifune,yuki_jinja,none,4,sharp,YUKI-TORII-01,true,gallery_only,landscape,high,由岐神社石鳥居、割拜殿建築、手水舍與後方山林橫幅全貌。,YUKI-TORII-01 勝出張，完整呈現由岐神社入口橫向空間格局。
20260825_091132.jpg,e3f5375ae8c6bcf6ad7bb2389411d9648039cd6e202e50447c64ddbdeb5f9dea,2026-08-25 09:11:32,2252,4000,portrait,kurama_kifune,yuki_jinja,none,3,sharp,YUKI-SUGI-01,false,omit,none,high,由岐神社石階下方仰望大杉神木。,YUKI-SUGI-01 角度偏低，神木上段被前景樹葉遮擋，不及 #29 (091158)，淘汰。
20260825_091158.jpg,02b3dfeb3c533ec0f74fa3a916e937763f380d6adc6ee3d69699dc33e3552bd5,2026-08-25 09:11:58,2252,4000,portrait,kurama_kifune,yuki_jinja,none,5,sharp,YUKI-SUGI-01,true,body_anchor,portrait,high,由岐神社陡峭石階直通參天巨大神木「大杉社」，注連繩與晴空相映。,YUKI-SUGI-01 勝出張。正文第 4 段錨點（由岐神社與神木），樹幹直衝雲霄之垂直震撼力極強。
20260825_091218.jpg,c6793c3a14a5dea36647336f524f15f271d1c7a23e1d308a55069e186771e3c3,2026-08-25 09:12:18,2252,4000,portrait,kurama_kifune,yuki_jinja,none,3,sharp,,true,omit,none,high,由岐神社境內木造末社「岩上社」木鳥居與石燈籠。,末社細節紀錄，光影對比強，省略。
20260825_091245.jpg,b37a2ff661c0422b416aa1f99a3645c40b0767dd6e6bf988058d4151bedd5c3e,2026-08-25 09:12:45,2252,4000,portrait,kurama_kifune,yuki_jinja,none,3,sharp,,true,omit,none,high,由岐神社大杉神木粗壯樹幹特寫，繫有粗注連繩與奉納木牌。,神木樹幹紋理特寫，已有正文大杉全景 #29，省略。
20260825_091334.jpg,5eb1e9d3a36d51c5222e211184c0c536cab537dd73815a7bbe608f56679b9c88,2026-08-25 09:13:34,2252,4000,portrait,kurama_kifune,yuki_jinja,none,4,sharp,,true,gallery_only,portrait,high,從由岐神社石階高處回望山門屋頂、鳥居與下方深邃翠綠杉林。,回望俯瞰視角，表現鞍馬山層疊向上的地形層次。
20260825_091628.jpg,998e403534eaa71d319ad7643f45ca33c55a514bdccc836e59c8f8f81cd64b4f,2026-08-25 09:16:28,2252,4000,portrait,kurama_kifune,kuramadera_approach,none,3,sharp,,true,omit,none,high,九十九折參道碎石山徑穿梭於筆直杉木林間。,九十九折林道過渡張，已有光影更佳之 #34 入選燈箱，省略。
20260825_091926.jpg,04bcc9c7fce64ab9b7159595fbb85af0d12bbc95082cd7094fbf904d2b3592d8,2026-08-25 09:19:26,2252,4000,portrait,kurama_kifune,kuramadera_approach,none,4,sharp,,true,gallery_only,portrait,high,樹冠灑落斑駁晨光的九十九折參道轉彎處。,樹影光斑極美之直式山徑景致。
20260825_092046.jpg,41103fad81679ca8feae190c92817643f934672d63e55102d92156c3a2988e11,2026-08-25 09:20:46,4000,2252,landscape,kurama_kifune,kuramadera_approach,none,4,sharp,CHUMON-GATE-01,true,body_anchor,landscape,high,鞍馬寺中門（原勅使門）古樸木造門樓橫幅全景，石階與林木環繞。,CHUMON-GATE-01 勝出張。正文第 5 段錨點（九十九折與中門），橫幅平衡展現中門古典切妻造屋頂。
20260825_092052.jpg,82066011aa4cb425769114e18262e9501b4d2ffe12c43a25aa7e2e5cdf8d5fa7,2026-08-25 09:20:52,2252,4000,portrait,kurama_kifune,kuramadera_approach,none,3,sharp,CHUMON-GATE-01,false,omit,none,high,鞍馬寺中門直式視角，門側與山徑。,CHUMON-GATE-01 候補張，中門屋頂右側被切除，不及 #35 完整，淘汰。
20260825_092346.jpg,2cd2d53225359f533a8f612da99b92a8bfd4ddbaecd2fb4dd210a3cf3fc6f106,2026-08-25 09:23:46,2252,4000,portrait,kurama_kifune,kuramadera_approach,none,3,sharp,,true,omit,none,high,青苔石壁旁的石階緩坡，斜射晨光在石階上形成幾何光影。,緩坡石階，已有登頂前長石階 #39 入選燈箱，省略。
20260825_092537.jpg,4344133c8326a73be81e21b7f7825c7b537a460c49235f4f95a9ab29577336ef,2026-08-25 09:25:37,2252,4000,portrait,kurama_kifune,kuramadera_approach,none,3,sharp,,true,omit,none,high,通往本殿金堂之最後弧形上坡石階與紅燈籠。,過渡石階，視覺張力不及緊隨其後的 #39 (092831)，省略。
20260825_092831.jpg,7fe918831de45d698789a30d5b9cf30195845ddc027d18713d3ee47746ff4542,2026-08-25 09:28:31,2252,4000,portrait,kurama_kifune,kuramadera_approach,none,4,sharp,,true,gallery_only,portrait,high,登頂本殿金堂前的陡峭長石階，兩側排列密集朱紅燈籠與青綠山坡。,直式登頂石階氣勢拔萃，引導進入本殿金堂。
20260825_093541.jpg,cc5ba5c0c32222bba1735a26e375172c8897e59bc8ebad828cbf8090b4780392,2026-08-25 09:35:41,4000,2252,landscape,kurama_kifune,kongo_floor,none,5,sharp,KONDO-KONGO-01,true,hero_candidate,landscape,high,鞍馬寺本殿金堂正面對稱全景，前景為著名的六角星芒「金剛床」宇宙能量中心地磚。,【Hero 候選 1】KONDO-KONGO-01 勝出張。代表鞍馬命題（宇宙能量交會中心與本殿莊嚴殿宇）。完美 16:9 橫幅對稱構圖，無遊客干擾。
20260825_093545.jpg,56582137e4d689e22720c1bd2b8f30bd2845f596dc5efcf737319fc4def9b4fe,2026-08-25 09:35:45,2252,4000,portrait,kurama_kifune,kongo_floor,none,4,sharp,KONDO-KONGO-01,false,omit,none,high,直式構圖之鞍馬寺本殿金堂與金剛床，天空晴朗白雲朵朵。,KONDO-KONGO-01 直式備選張。因橫幅 #40 作為 Hero 1 勝出，此張予以省略以維持燈箱精簡。
20260825_094115.jpg,f7dc3ca9b69af5577426a55665d28a2bd18d8e486eb6da5e9c003f908d45d526,2026-08-25 09:41:15,2252,4000,portrait,kurama_kifune,kuramadera_kondo,none,3,sharp,,true,omit,none,high,鞍馬寺本坊（金剛壽院）玄關建築與石板步道。,寺院辦公附屬建築，非核心參觀亮點，省略。
20260825_094125.jpg,8f020bcbc0804c23731e800b46774fb5d784e6acf5038642d84525a1d7e78ac5,2026-08-25 09:41:25,2252,4000,portrait,kurama_kifune,kuramadera_kondo,none,3,sharp,,true,omit,none,high,金堂側邊日式庭院木造迴廊與青楓枝葉。,庭院迴廊紀錄，畫面右側有逆光微光斑，省略。
20260825_094210.jpg,ee401864216cc0f05b16d86ed89f7ae57fd4d84a94c877f88da1bb104603bc27,2026-08-25 09:42:10,4000,2252,landscape,kurama_kifune,kuramadera_kondo,none,4,sharp,KONDO-PLAZA-01,true,gallery_only,landscape,high,金堂前開闊廣場全景，左側朱紅高欄、側殿與遠方群山晴空。,KONDO-PLAZA-01 勝出張，帶入朱紅欄杆與深邃山巒，空間層次鮮明。
20260825_094213.jpg,95f5a00041bc013b58da2e7b8564b22564da2a5275aea724ed36a7af785d226c,2026-08-25 09:42:13,4000,2252,landscape,kurama_kifune,kuramadera_kondo,tourist,3,sharp,KONDO-PLAZA-01,false,omit,none,high,金堂廣場碎石空地視角。,KONDO-PLAZA-01 候補張，右下角有遊客切入邊緣，不及 #44 乾淨，淘汰。
20260825_094226.jpg,6c4c2a00806f53652d1fa1dc0336073f3c1aa0200a42edcd53e2be069b5f0aca,2026-08-25 09:42:26,4000,2252,landscape,kurama_kifune,kuramadera_kondo,none,4,sharp,,true,gallery_only,landscape,high,從本殿金堂展望台俯瞰洛北群山連綿與藍天白雲遠景。,呈現鞍馬寺高踞山巔的開闊地理視界。
20260825_094303.jpg,f7ce91c86b431a3c6d2e2858de9b0d787be4f37b7a7696bcb3c19126cf02c618,2026-08-25 09:43:03,4000,2252,landscape,kurama_kifune,kuramadera_kondo,none,4,sharp,,true,gallery_only,landscape,high,斜角仰望本殿金堂朱紅立柱與灰瓦歇山重簷。,金堂斜角建築細部紀錄，色彩飽滿。
20260825_094448.jpg,e1a511b63161cc395ab288fd6eed35b42f629c1a0c41b7899c84b5ac3ddee307,2026-08-25 09:44:48,4000,2252,landscape,kurama_kifune,okunoin_trail,none,4,sharp,OKUNOIN-GATE-01,true,body_anchor,landscape,high,奧之院參道入口木造門廊與指示牌（奧の院參道），通往翻山古道起點。,OKUNOIN-GATE-01 勝出張。正文第 6 段錨點（翻山起點），標誌著從寺院建築區跨入幽深古道的界線。
20260825_094451.jpg,b78f523a9f911f2c2d57c5e2be5a7d2df6a48163f10c62e7bdbb73d4b1d42def,2026-08-25 09:44:51,2252,4000,portrait,kurama_kifune,okunoin_trail,none,3,sharp,OKUNOIN-GATE-01,false,omit,none,high,奧之院參道入口直式視角。,OKUNOIN-GATE-01 直式候補，門廊兩側橫向延展感不如橫幅 #48，淘汰。
20260825_095103.jpg,23710a38ca2159803a6128dc8548db97100033f026b7868174df9ceda341b9be,2026-08-25 09:51:03,2252,4000,portrait,kurama_kifune,okunoin_trail,none,3,sharp,,true,omit,none,high,奧之院山徑旁隱密的木造山神小祠。,山徑途中小祠，光線較暗，省略。
20260825_095113.jpg,5756ac9839f36711dbc19914622a7e9732bb40eab75205f78d46161c6bb9c09c,2026-08-25 09:51:13,2252,4000,portrait,kurama_kifune,okunoin_trail,none,3,sharp,,true,omit,none,high,奧之院原始森林中陡峭上行的木階與繩索護欄。,山道陡坡過渡張，省略。
20260825_100011.jpg,bdd062232455313a92a1c5e98f9a1fb35c54cca347091dbd327d0951c9d6f71f,2026-08-25 10:00:11,2252,4000,portrait,kurama_kifune,yoshitsune_history,none,4,sharp,,true,body_anchor,portrait,high,歷史遺跡「35 遮那王 背比石」（義經背比石）木柵欄與解說立牌。,正文第 7 段錨點（義經歷史），源義經 16 歲下山奧州前比試身高的歷史見證關鍵標的。
20260825_100549.jpg,522c3d0673ccab8bc118ecb6b3f4d7e83e521bc087f5778b737d8f980047619e,2026-08-25 10:05:49,2252,4000,portrait,kurama_kifune,okunoin_trail,none,3,sharp,,true,omit,none,high,大杉權現神木遺跡前方石階與林中陽光。,大杉權現遺跡石階，已有木之根道 #54 與背比石 #52，此張省略。
20260825_100843.jpg,6f9e457830777be258ee59f4e1f98c9a33f9b43d4e57cb7c9e0541416f650ade,2026-08-25 10:08:43,2252,4000,portrait,kurama_kifune,kinone_trail,none,5,sharp,,true,hero_candidate,portrait,high,著名天然奇景「木之根道」（木の根道），堅硬砂岩地質迫使杉木根系於地表交織成網。,【Hero 候選 2】代表翻山命題（木之根道、天狗兵法與大地生命力）。直式構圖將盤根錯節的樹根網絡從前景延伸至深處，極富視覺震撼。
20260825_101233.jpg,6dd0b9ab1eff91ed18e0be8d9f15d925bf916c50a906fca0864fc1cfcdab91dc,2026-08-25 10:12:33,2252,4000,portrait,kurama_kifune,okunoin_trail,none,3,sharp,,true,omit,none,high,步道分岔路標：「西門 570m / 貴船神社 680m」與「本殿 910m / 仁王門 1910m」。,步道路標紀錄，純資訊指引，省略。
20260825_101236.jpg,5fb568666891eb3ab420285edf0931337a237c10c7d318a046a27c8dd09f4d01,2026-08-25 10:12:36,2252,4000,portrait,kurama_kifune,okunoin_trail,none,3,sharp,,true,omit,none,high,往西門下坡土徑與樹根路段。,普通林道下坡畫面，視覺亮點不足，省略。
20260825_101853.jpg,cbc20be1b485a7bf5e3fc29eb3d4ce29bf7920cdfc4548770ab2bceebc6f11c2,2026-08-25 10:18:53,2252,4000,portrait,kurama_kifune,okunoin_trail,none,3,sharp,,true,omit,none,high,下切至貴船谷地的陡峭石階步道，兩側綠意深濃。,下山石階過渡張，省略。
20260825_103725.jpg,e9cdaeca57c3d6f72e7a93bea573c4f78dc074d4a7658255225b7b9daec53a4e,2026-08-25 10:37:25,2252,4000,portrait,kurama_kifune,kifune_arrival,none,4,sharp,,true,body_anchor,portrait,high,鞍馬寺西門出山口木牌「鞍馬寺西門」、橋頭朱紅欄杆與往貴船神社 100m 指示標。,正文第 8 段錨點（抵達貴船），翻山健行完登、跨越奧貴船橋銜接貴船街道之關鍵節點。
20260825_103901.jpg,de5f4f766ee9d86eb2cd9f7068ba441fa14c92056ebccef2d6d91578f04a545e,2026-08-25 10:39:01,2252,4000,portrait,kurama_kifune,kifune_shrine,tourist,3,sharp,,true,omit,none,high,貴船神社一之鳥居朱紅大門，頭頂覆蓋鮮亮青楓（青紅葉）。,貴船一之鳥居入口，已有正文西門出山口 #58 與石階 Hero #60，省略。
20260825_104001.jpg,5cea89ce4626500d9c53aa685861ca4e6e51becdff59b6e1214dbd1dbba30ed5,2026-08-25 10:40:01,2096,3722,portrait,kurama_kifune,kifune_shrine,tourist,5,sharp,KIFUNE-STAIRS-01,true,hero_candidate,portrait,high,貴船神社代表性春日燈籠石階參道，兩側朱紅獻燈向上延展，青紅葉林蔭覆頂。,【Hero 候選 3】KIFUNE-STAIRS-01 勝出張。代表貴船命題（水神聖地與經典青紅葉燈籠石階）。直式色彩極其飽滿，遊客位於頂端不干擾整體氣勢。
20260825_104108.jpg,715373f7be55b9fd8ca5620cac9535cac5acf84099da26acd4d5bcb9332eb30f,2026-08-25 10:41:08,2252,4000,portrait,kurama_kifune,kifune_shrine,tourist,4,sharp,KIFUNE-STAIRS-01,false,omit,none,high,貴船神社石階參道向上攀爬中段視角。,KIFUNE-STAIRS-01 候補張，角度稍高，石階透視感略遜於 #60，淘汰。
20260825_104128(1).jpg,daad29dc35f476c307fd0b383e73e39218bf4b84f6e9f9c858b5a86aa12ed7f1,2026-08-25 10:41:28,2252,4000,portrait,kurama_kifune,kifune_shrine,none,3,sharp,KIFUNE-STAIRS-01,false,omit,none,high,貴船神社石階接近本殿山門處仰角。,KIFUNE-STAIRS-01 頂段視角，已有 Hero #60 勝出，為避免石階重複過多予以省略。
20260825_104811.jpg,06f0916217261a4301665f6402bbcdef27967cf92c7d496e76cb3aec5af0a4ae,2026-08-25 10:48:11,2252,4000,portrait,kurama_kifune,water_fortune,none,5,sharp,WATER-FORTUNE-01,true,body_anchor,portrait,high,貴船神社御神水池中漂浮的「水占卜籤詩」（水占みくじ），字跡於水面上逐漸顯現。,WATER-FORTUNE-01 勝出張。正文第 9 段錨點（水占卜），微距細膩捕捉清澈山泉水面與浮籤神聖瞬間。
20260825_104822.jpg,2fbb43c889c84eb191ab68f80bfd82eae8b15e447b352414e8e888fe1098ec3c,2026-08-25 10:48:22,2252,4000,portrait,kurama_kifune,water_fortune,none,3,sharp,WATER-FORTUNE-01,false,omit,none,high,水占卜御神水池旁多國語言操作說明解說牌。,WATER-FORTUNE-01 候補張，純立牌指示，省略。
20260825_104827.jpg,0370533c758aecadd6cedc4f3bf6160ff5a08e4f4c1f3d5e516c8aa3be21f1f8,2026-08-25 10:48:27,2252,4000,portrait,kurama_kifune,water_fortune,tourist,4,sharp,WATER-FORTUNE-01,false,gallery_only,portrait,high,遊客彎腰將水占籤置於苔蘚石壁下御神水池中等待顯字之動態現場。,WATER-FORTUNE-01 人文現場張，生動記錄水占卜參與過程，入選直式燈箱。
20260825_104955.jpg,2b4a7187136e4c01e26d20ac90c76e866fee1ac87f020e29c658e75afb2aecdc,2026-08-25 10:49:55,2252,4000,portrait,kurama_kifune,kifune_shrine,none,3,sharp,,true,omit,none,high,貴船神社境內黑白雙神馬雕像（繪馬發祥地歷史象徵）。,境內神馬雕像紀錄，省略。
20260825_105004.jpg,6c7030be59229d9a398dc8fe263d825f33e4c6d8a4a8417ac58925407076776d,2026-08-25 10:50:04,2252,4000,portrait,kurama_kifune,kifune_shrine,tourist,3,sharp,,true,omit,none,high,貴船神社休憩所「心行館」與庭院遊客。,庭院休息處，逆光陰影較重，省略。
20260825_105310.jpg,0939c864cdc93dafef9eb4f5b471780502fec564b0e8d08351cab94ceeee112c,2026-08-25 10:53:10,2252,4000,portrait,kurama_kifune,kawadoko_stream,tourist,5,sharp,KAWADOKO-OVERVIEW-01,true,body_anchor,portrait,high,貴船川急流瀑布上方架設的川床水上榻榻米座席與野點傘。,KAWADOKO-OVERVIEW-01 勝出張。正文第 10 段錨點（川床清流），縱向展現白練飛瀑與水上座席之絕妙清涼感。
20260825_105420.jpg,96ae66be87bd0d9d794103f1e92ca95649638181433e58cff675dfb6c790847d,2026-08-25 10:54:20,2252,4000,portrait,kurama_kifune,kawadoko_stream,none,4,sharp,KAWADOKO-OVERVIEW-01,false,omit,none,high,透過竹簾俯瞰下方川床席位與急流石塊。,KAWADOKO-OVERVIEW-01 候補張，竹簾框架稍重，不及 #68 開闊，淘汰。
20260825_105509.jpg,95d71deb004065162dfa248f3deed251babd00f03105a4161620599c6ae8a78f,2026-08-25 10:55:09,2252,4000,portrait,kurama_kifune,kawadoko_stream,tourist,3,sharp,KIFUNE-STREET-01,true,omit,none,high,貴船沿溪料亭街、竹編圍籬、夏日燈籠與漫步遊客。,料亭街景紀錄，已有川床瀑布與溪流足湯等精華，省略。
20260825_105529.jpg,0bfd943c733a48f6cb56142f432e074fca3eacece1351dd64e32097caf0b12f4,2026-08-25 10:55:29,2252,4000,portrait,kurama_kifune,kawadoko_stream,tourist,3,sharp,KIFUNE-STREET-01,false,omit,none,high,貴船街道往上游延伸之路面透視。,KIFUNE-STREET-01 候補張，柏油路面反光較強，淘汰。
20260825_110012.jpg,7d3b0cd41fa9b6cdb39190ed1224ef6793cd9f4b1a3266b450e87d8989579c95,2026-08-25 11:00:12,2252,4000,portrait,kurama_kifune,kifune_shrine,none,3,sharp,,true,omit,none,high,貴船神社結社（中宮 / 戀愛結緣聖地）林間石階、朱紅燈籠與本殿。,結社石階紀錄，省略以保持相簿精簡。
